user_id,data_source,age,gender_encoded,screen_time_hours,social_media_hours,gaming_hours,study_work_hours,sleep_hours,notifications_per_day,stress_level_norm,anxiety_score_norm,depression_score_norm,happiness_score_norm,focus_score_norm,productivity_score_norm,digital_dependence_norm,sleep_quality_norm,physical_activity_days,phone_unlocks,app_opens_per_day,weekend_screen_time,battery_drain_percent,addiction_severity,high_risk_flag,device_type_encoded,region,income_level,education_level,daily_role
1760,lifestyle,25,0,3.43,0.883333333,2.03,0.466666667,7.979711609,106,0.5913,0.3637,0.2593,0.81,0.84,0.7258,0.0742,0.4465,1,40,60,4.29,9.9,0,0,0,Asia,Upper-Mid,Bachelor,Full-time Employee
1761,lifestyle,45,0,7.11,7.05,2.03,2.966666667,8.01377511,132,0.3677,0.2414,0.3704,0.99,0.48,0.7742,0.3086,0.4388,1,139,137,8.89,28.4,0,0,2,Middle East,Lower-Mid,Bachelor,Unemployed_Looking
1762,lifestyle,24,1,3.08,6.15,2.03,3.183333333,8.639859082,301,0,0.1838,0.1481,0.91,0.27,0.629,0.1579,0.5705,7,72,141,3.85,16.9,0,0,1,South America,Lower-Mid,Bachelor,Full-time Employee
1763,lifestyle,30,0,7.36,0.566666667,2.03,0.483333333,9.194535222,292,0.1394,0.2717,0.2222,0.82,0.38,0.5323,0.3481,0.7193,2,134,180,9.2,19.3,0,0,3,Asia,Lower-Mid,Master,Full-time Employee
1764,lifestyle,45,1,9.09,0.05,2.03,3.216666667,7.097524377,106,0,0.2574,0.4815,0.97,0.86,0.2581,0.317,0.2556,4,89,94,11.36,22.8,0,0,1,Africa,Low,Master,Unemployed_Looking
1765,lifestyle,13,1,15.21,3.033333333,2.03,1.6,4.066878395,157,0.6842,0.7721,1,0.38,0.56,0.521,0.6806,0,3,300,180,14.88,39,0,0,3,North America,Low,High School,Student
1766,lifestyle,32,1,9.96,1.283333333,2.03,2.3,7.309202897,190,0.3295,0.3309,0.3333,0.42,0.6,0.3871,0.5646,0.0278,4,300,180,12.45,26.8,0,0,3,Middle East,High,Bachelor,Part-time/Shift
1767,lifestyle,24,1,3.96,3.45,2.03,1.966666667,7.986697158,333,0.7581,0.1471,0.2963,0.41,0.33,0.871,0.1722,0.779,5,58,140,4.95,15.1,0,0,0,Europe,High,Master,Student
1768,lifestyle,33,1,4.76,1.633333333,2.03,0.666666667,7.780586114,239,0.1711,0.1103,0.1481,0.81,0.64,0.4839,0.1866,0.8087,7,60,114,5.95,14.3,0,0,1,South America,High,Master,Full-time Employee
1769,lifestyle,14,0,7.85,2.016666667,2.03,1.933333333,7.239775455,248,0.1026,0.2534,0.2222,0.56,0.58,0.5323,0.3373,0.7572,4,141,173,9.81,22.6,0,0,3,Middle East,Low,High School,Student
1770,lifestyle,19,0,3.6,0.916666667,2.03,4.583333333,6.491367147,164,0,0.1851,0.1481,0.97,0.43,0.6129,0.3718,0.7836,5,147,152,4.5,10.4,0,0,2,Europe,Lower-Mid,Bachelor,Part-time/Shift
1771,lifestyle,40,0,5.71,1.283333333,2.03,0.8,6.462627768,268,0.6596,0.238,0.1111,0.84,0,0.5161,0.3718,0.4763,3,82,138,7.14,16.2,0,0,2,Asia,Upper-Mid,High School,Unemployed_Looking
1772,lifestyle,19,1,6.38,4.15,2.03,3.166666667,8.183397363,268,0.3993,0.2206,0.1481,0.79,0,0.7903,0.3718,0.3432,7,117,162,7.98,22.2,0,0,2,Europe,Lower-Mid,Bachelor,Part-time/Shift
1773,lifestyle,26,0,15.04,4.916666667,2.03,3.4,6.297862433,243,0.997,0.875,0.7037,0.08,0.22,0.4194,0.7177,0.0039,3,300,180,14.88,39,1,1,3,South America,Lower-Mid,Master,Part-time/Shift
1774,lifestyle,29,1,10.07,2.5,2.03,2.2,7.068370685,129,0.0094,0.3309,0.5185,0.85,0.54,0.5484,0.5072,0.0109,3,266,180,12.59,28.9,0,0,0,South America,Lower-Mid,Master,Full-time Employee
1775,lifestyle,26,1,3.52,1.233333333,2.03,0,9.244052237,696,0.5595,0.3676,0,0.59,0.27,0.4032,0.2751,0.7679,4,50,180,4.4,10.6,0,0,2,South America,Lower-Mid,Bachelor,Full-time Employee
1776,lifestyle,14,1,3.5,3.316666667,2.03,2.216666667,6.638049292,266,1,0.1838,0.1111,0.31,0.48,0.3065,0.1519,0.6969,2,70,129,4.38,13.7,0,0,1,Asia,Low,High School,Student
1777,lifestyle,13,0,11.66,3.283333333,2.03,0.116666667,4.659298715,314,0.3172,0.6886,0.4444,0.31,0.5,0.4194,0.6077,0.0721,6,279,180,14.58,34.1,1,1,2,South America,Lower-Mid,High School,Student
1778,lifestyle,34,1,13.85,0.366666667,2.03,0.85,6.75073204,728,0.6815,0.3676,0.7037,0.63,0.03,0.5161,0.8014,0,2,264,180,14.88,35.2,0,0,0,North America,Low,High School,Part-time/Shift
1779,lifestyle,32,0,11.49,2.383333333,2.03,2.4,6.573650996,475,0.9955,0.4905,0.2222,0.92,0.4,0.4516,0.5706,0,3,179,180,14.36,32.3,1,1,2,Asia,Upper-Mid,Bachelor,Full-time Employee
1780,lifestyle,21,0,4.63,1.266666667,2.03,2,8.845122349,374,0.3324,0.0917,0.2222,0.53,0.44,0.4032,0.2691,0.5149,4,115,180,5.79,13.5,0,0,2,Africa,Upper-Mid,Bachelor,Full-time Employee
1781,lifestyle,23,0,3.59,2.05,2.03,1.083333333,8.897802479,73,0.0002,0.3519,0.3333,0.02,0.57,0.2903,0.1256,0.0102,3,89,84,4.49,12,0,0,3,Europe,Low,Bachelor,Part-time/Shift
1782,lifestyle,22,1,13.04,2.966666667,2.03,2.583333333,6.332080095,62,0,0.5515,0.5926,0.77,0.86,0.5,0.5502,0.0461,5,251,180,14.88,37,0,0,0,South America,Lower-Mid,Bachelor,Unemployed_Looking
1783,lifestyle,29,0,2.31,2.833333333,2.03,0.016666667,6.370775285,688,0.0998,0.214,0.0741,0.84,0,0.2742,0.2428,0.7743,4,48,180,3.58,10,0,0,1,Europe,Upper-Mid,High School,Part-time/Shift
1784,lifestyle,48,1,12.13,1.45,2.03,3.983333333,6.763669566,287,0.4532,0.5147,0.7407,0.41,0.5,0.6452,0.5658,0,2,200,180,14.88,32.5,0,0,0,North America,Lower-Mid,High School,Caregiver/Home
1785,lifestyle,29,1,13.75,0.916666667,2.03,1.816666667,5.537202338,181,0.9987,0.625,0.5556,0.34,0.55,0.5323,0.6746,0.2589,4,311,180,14.88,35.8,1,1,1,South America,Upper-Mid,High School,Part-time/Shift
1786,lifestyle,21,0,4.47,2.416666667,2.03,1.016666667,8.084856455,399,0.3987,0.2117,0,0.85,0.27,0.2742,0.2799,1,7,120,180,5.59,14.8,1,1,3,Europe,Low,High School,Part-time/Shift
1787,lifestyle,34,1,5.77,7.433333333,2.03,1.766666667,6.567512342,153,0,0.1838,0.4074,0.89,0.4,0.4677,0.2344,0,3,103,118,7.21,25.6,1,1,3,South America,High,High School,Part-time/Shift
1788,lifestyle,37,0,11.15,1.433333333,2.03,1.05,5.548063863,98,0.652,0.4863,0.4444,0.29,0.69,0.3871,0.5144,0.0441,5,240,180,13.94,30,0,0,1,Asia,Upper-Mid,Master,Unemployed_Looking
1789,lifestyle,16,1,7.09,2.816666667,2.03,0.083333333,5.851607811,95,0.8705,0.0368,0.3333,0.59,0.59,0.5645,0.2751,0.2734,4,145,130,8.86,22,0,0,2,North America,Low,High School,Student
1790,lifestyle,14,0,7.86,1.45,2.03,0.216666667,6.355729537,450,0.585,0.266,0.4444,0.63,0.32,0.7258,0.4031,0.1905,0,149,180,9.83,21.8,0,0,0,Asia,Lower-Mid,High School,Student
1791,lifestyle,45,0,11.38,1.633333333,2.03,3.516666667,6.519539485,910,1,0.4567,0.5926,0.15,0,0.2097,0.7871,0,3,246,180,14.23,30.9,1,1,1,North America,Low,Master,Unemployed_Looking
1792,lifestyle,40,1,7.09,0.55,2.03,2.3,8.736238232,808,1,0,0.4444,0.47,0,0.5323,0.488,0.2246,2,115,180,8.86,18.6,0,0,2,Europe,Low,PhD,Full-time Employee
1793,lifestyle,43,0,5.21,5.266666667,2.03,0,7.220176639,709,0.6265,0.3826,0,0.91,0,0.4839,0.3445,0.7816,5,50,180,6.51,20.9,0,0,1,Asia,High,High School,Full-time Employee
1794,lifestyle,29,0,5.47,0.666666667,2.03,2.083333333,7.831500789,281,0.6763,0.1103,0.4444,0.81,0.53,0.629,0.2165,0.2451,3,64,129,6.84,14.7,0,0,3,North America,Low,Bachelor,Full-time Employee
1795,lifestyle,25,0,7.31,2.316666667,2.03,2.3,8.475983114,282,1,0.3023,0.2222,0,0.416,0.5484,0.3828,0.4836,3,179,180,9.14,21.8,0,0,0,Africa,Upper-Mid,Bachelor,Full-time Employee
1796,lifestyle,30,0,7.78,6.716666667,2.03,2.816666667,6.610895685,529,0.0022,0.3525,0.4815,0.72,0,0.3871,0.4318,0.2265,3,131,180,9.72,29.5,0,0,1,South America,Low,Master,Full-time Employee
1797,lifestyle,30,0,4.28,3.783333333,2.03,2.4,8.813051025,282,0,0.0945,0.037,0.88,0.41,0.4677,0.177,0.5387,5,54,122,5.35,16.4,0,0,1,Africa,Upper-Mid,Bachelor,Unemployed_Looking
1798,lifestyle,27,0,4.58,1.133333333,2.03,1.15,9.227735777,327,1,0.2649,0.1481,0.04,0.52,0.3871,0.195,0.4486,1,50,133,5.72,13.2,0,0,0,North America,Low,Bachelor,Full-time Employee
1799,lifestyle,35,1,8.06,2.05,2.03,1.4,7.482325222,118,0,0.1471,0.3333,1,0.63,0.6935,0.4079,0.3301,7,223,180,10.08,23.2,0,0,2,Europe,Low,Master,Caregiver/Home
1800,lifestyle,39,1,7.04,1.116666667,2.03,3.433333333,6.773043067,596,0.6721,0.2574,0.2222,0.79,0.14,0.5161,0.4522,0.7546,4,144,180,8.8,19.3,0,0,3,Asia,High,Bachelor,Unemployed_Looking
1801,lifestyle,24,0,8.02,1.516666667,2.03,2.416666667,8.03232398,353,0.5466,0.3046,0.2963,0.58,0.45,0.8226,0.3804,0.7607,3,142,180,10.02,22.3,1,1,3,South America,Lower-Mid,Master,Student
1802,lifestyle,23,0,5.08,2.483333333,2.03,0.7,8.777838277,180,0.5518,0.3273,0.3333,0.55,0.41,0.5,0.2081,0.5255,4,100,124,6.35,16.4,0,0,0,Africa,Low,Master,Student
1803,lifestyle,13,1,10.46,4.7,2.03,0.316666667,6.405928675,1201,0.998,0.3676,0.4815,0.53,0,0.4032,0.8086,0.0167,4,245,180,13.08,33.2,0,0,2,North America,Lower-Mid,High School,Student
1804,lifestyle,38,1,9.61,5.716666667,2.03,2.566666667,8.422122604,181,0.3307,0.2206,0.5926,0.81,0.2,0.2742,0.4749,0.2403,3,215,180,12.01,32.6,0,0,3,Africa,Low,PhD,Unemployed_Looking
1805,lifestyle,32,0,14.03,5.633333333,2.03,6.966666667,5.491337395,615,0.4277,0.8438,0.6667,0.36,0,0.521,0.7799,0.0236,4,268,180,14.88,39,0,0,2,Europe,Upper-Mid,High School,Full-time Employee
1806,lifestyle,24,1,7.12,5.433333333,2.03,0,8.170734495,233,0.311,0.1471,0.4074,0.82,0.31,0.2581,0.3289,0.3078,6,140,168,8.9,26,0,0,3,Asia,Low,Bachelor,Part-time/Shift
1807,lifestyle,21,0,10.63,1,2.03,2.033333333,7.104078183,347,1,0.399,0.4815,0,0.37,0.5645,0.4916,0.4561,1,178,180,13.29,28.1,1,1,0,Middle East,Lower-Mid,Bachelor,Part-time/Shift
1808,lifestyle,27,1,7.76,6.416666667,2.03,3.183333333,7.991418687,123,0.1217,0.0735,0.4074,1,0.45,0.5968,0.3553,0.2361,2,186,167,9.7,29,0,0,0,Europe,Lower-Mid,Bachelor,Unemployed_Looking
1809,lifestyle,38,1,2.6,0.133333333,2.03,3.7,8.434765086,531,0.4565,0.0735,0.0741,0.8,0.12,0.2581,0.2045,0.5108,3,40,180,3.58,6.7,0,0,2,North America,High,Bachelor,Full-time Employee
1810,lifestyle,22,0,6.76,6.816666667,2.03,1.533333333,7.931713301,167,0,0.1975,0.2963,0.98,0.63,0.6613,0.3718,0.4574,2,131,142,8.45,27.1,1,1,3,Africa,Lower-Mid,High School,Part-time/Shift
1811,lifestyle,26,0,3.82,2.083333333,2.03,2.783333333,8.605097222,217,0.6312,0.2222,0,0.68,0.55,0.4355,0.1423,0.7698,5,56,104,4.77,12.7,0,0,3,South America,Lower-Mid,PhD,Full-time Employee
1812,lifestyle,28,0,7.53,3.2,2.03,2.95,7.2574695,186,0.476,0.2776,0.3704,0.67,0.32,0.5323,0.3038,0.4633,2,120,140,9.41,23.6,1,1,2,Africa,Upper-Mid,High School,Full-time Employee
1813,lifestyle,24,0,11.18,4.433333333,2.03,1.866666667,7.331897794,255,0.555,0.3291,0.6667,0.69,0.46,0.7742,0.5359,0,3,235,180,13.98,34.6,0,0,2,Africa,Lower-Mid,Bachelor,Full-time Employee
1814,lifestyle,21,1,4.47,3.133333333,2.03,2.583333333,8.125380964,628,0,0,0,0.97,0.15,0.6613,0.3182,0.8021,6,98,180,5.59,15.9,0,0,2,Asia,Lower-Mid,Bachelor,Part-time/Shift
1815,lifestyle,42,0,6.1,2.6,2.03,0,6.412960846,234,0.4154,0.2396,0.1852,0.88,0.34,0.4677,0.2847,0.5604,6,110,147,7.62,19.2,0,0,1,North America,Lower-Mid,High School,Part-time/Shift
1816,lifestyle,44,0,6.67,0,2.03,0.9,7.436405807,103,0.1563,0.3287,0.1852,0.96,0.69,0.371,0.305,0.4328,0,150,136,8.34,16.7,0,0,3,Asia,Lower-Mid,High School,Part-time/Shift
1817,lifestyle,47,1,6.71,2.25,2.03,2.266666667,8.841525257,667,0.232,0.1471,0.2222,0.54,0.17,0.1613,0.4833,0.5063,4,147,180,8.39,20.2,0,0,2,Africa,Lower-Mid,High School,Full-time Employee
1818,lifestyle,31,0,6.41,1.816666667,2.03,3.133333333,7.549673076,159,0,0.1662,0.5185,0.32,0.7,0.4032,0.3718,0.0071,3,129,138,8.01,18.8,0,0,2,Africa,High,High School,Full-time Employee
1819,lifestyle,16,0,4.17,7.266666667,2.03,0.266666667,7.456975039,54,0.5434,0.2743,0.2593,0.65,0.33,0.4839,0.1603,1,5,123,102,5.21,21.3,1,1,2,Europe,Lower-Mid,High School,Student
1820,lifestyle,14,0,7.43,8,2.03,3.166666667,8.474769537,222,0,0.2461,0.4815,0.98,0.13,0.3548,0.3457,0.5173,4,165,180,9.29,30.6,0,0,1,Europe,Lower-Mid,High School,Student
1821,lifestyle,28,0,2.47,1.633333333,2.03,1.75,8.86193515,166,0,0.3227,0.2222,0.92,0.6,0.5,0.0921,0.5674,6,58,90,3.58,8.6,0,0,2,Africa,Upper-Mid,High School,Full-time Employee
1822,lifestyle,35,0,7.4,0.25,2.03,1.2,7.637256543,231,0.8882,0.2217,0.5185,0.35,0.62,0.5323,0.3433,0.5114,4,142,169,9.25,18.9,0,0,0,Asia,Lower-Mid,Bachelor,Full-time Employee
1823,lifestyle,29,0,5.96,0.533333333,2.03,0.616666667,7.742294799,228,0.7146,0.2399,0.3333,0.31,0.59,0.4839,0.2656,0.7088,0,111,146,7.45,15.7,0,0,1,Asia,Upper-Mid,High School,Full-time Employee
1824,lifestyle,18,0,3.75,1.833333333,2.03,1.066666667,7.101409434,138,0.98,0.2384,0.1111,0.29,0.59,0.4032,0.14,0.7574,4,87,102,4.69,12.1,0,0,2,Europe,Low,Bachelor,Student
1825,lifestyle,16,0,14.85,1.083333333,2.03,2.833333333,6.301543664,430,1,0.8157,0.6667,0.53,0.65,0.5484,0.7763,0.018,3,321,180,14.88,38.8,1,1,3,Middle East,Lower-Mid,High School,Student
1826,lifestyle,43,0,5.55,3.816666667,2.03,3.066666667,7.733552718,294,1,0.3435,0.1852,0,0.25,0.5806,0.2201,0.4209,0,45,120,6.94,19.6,0,0,2,Asia,Lower-Mid,High School,Unemployed_Looking
1827,lifestyle,44,1,8.94,3.566666667,2.03,0.416666667,7.329207264,227,0.3392,0.0368,0.3704,0.94,0.38,0.3387,0.4342,0.4795,2,175,180,11.18,27.7,0,0,1,Africa,Lower-Mid,Master,Caregiver/Home
1828,lifestyle,17,0,5.53,2.583333333,2.03,1.166666667,7.312004191,355,1,0.2927,0.1852,0.24,0.4,0.7419,0.2572,0.465,2,96,174,6.91,17.7,0,0,2,Middle East,Low,High School,Student
1829,lifestyle,22,0,13.85,4.766666667,2.03,3.583333333,3.02650086,466,1,0.8655,0.7407,0.02,0.27,0.5,0.6866,0.027,4,242,180,14.88,39,1,1,2,North America,Low,Bachelor,Full-time Employee
1830,lifestyle,34,1,5.38,1.65,2.03,0.766666667,8.681299939,310,0,0.0368,0.1481,0.99,0.43,0.5161,0.2249,0.4471,1,59,134,6.72,15.9,0,0,3,Asia,Upper-Mid,High School,Unemployed_Looking
1831,lifestyle,39,0,6.16,2.033333333,2.03,4.266666667,7.565587116,204,1,0.2167,0.2222,0,0.61,0.629,0.2871,0.4767,2,127,150,7.7,18.4,1,1,3,Middle East,Upper-Mid,High School,Full-time Employee
1832,lifestyle,14,1,6.75,2.333333333,2.03,3.233333333,9.144883279,145,0,0.0735,0.2222,1,0.63,0.5484,0.2464,0.5448,6,113,123,8.44,20.4,0,0,3,Asia,Low,High School,Student
1833,lifestyle,36,0,10.81,3.866666667,2.03,0.866666667,7.490768613,460,0.3466,0.3909,0.4444,0.66,0.16,0.6774,0.5981,0.2348,2,230,180,13.51,32.8,1,1,2,Africa,Low,Bachelor,Caregiver/Home
1834,lifestyle,42,1,7.74,0.9,2.03,1.35,6.700762455,524,0.97,0.1471,0.2963,0.6419,0.14,0.5645,0.4127,0.5248,5,105,180,9.68,20.7,0,0,0,Africa,Low,Bachelor,Full-time Employee
1835,lifestyle,33,0,15.37,0.366666667,2.03,2.716666667,5.418961914,272,0.9886,0.7741,0.8148,0.54,0.6,0.4194,0.6651,0.034,4,224,180,14.88,39,0,0,1,North America,Upper-Mid,Bachelor,Full-time Employee
1836,lifestyle,46,1,8.01,0.416666667,2.03,2.25,5.662744763,303,0.1274,0,0.3704,0.87,0.65,0.5806,0.366,0.4806,3,114,171,10.01,20.6,0,0,1,Africa,Lower-Mid,Bachelor,Part-time/Shift
1837,lifestyle,24,1,2.25,2.766666667,2.03,0.683333333,9.27960681,250,0.2033,0.2206,0.1111,0.95,0.48,0.3387,0.1172,0.7661,5,65,120,3.58,9.8,0,0,1,Asia,Lower-Mid,Bachelor,Student
1838,lifestyle,26,0,8.77,4.933333333,2.03,2.483333333,7.183906037,268,0.0095,0.1366,0.3704,0.98,0.49,0.5323,0.3718,0.2749,4,163,180,10.96,29.3,0,0,1,Asia,Upper-Mid,Bachelor,Student
1839,lifestyle,17,0,14.2,4.033333333,2.03,1.9,5.812861086,159,0.9989,0.721,0.6667,0.6419,0.51,0.5161,0.6256,0.0056,4,270,180,14.88,39,1,1,3,Asia,Low,High School,Student
1840,lifestyle,47,0,5.99,1.183333333,2.03,0,8.660035945,1193,0.1095,0.2055,0.2222,0.88,0,0.4839,0.5993,0.4929,3,128,180,7.49,16.8,0,0,1,Middle East,Lower-Mid,Bachelor,Caregiver/Home
1841,lifestyle,29,0,8.82,1.116666667,2.03,0,6.048983551,260,0.0283,0.3868,0.4074,0.81,0.53,0.5,0.4211,0.199,1,176,180,11.02,23.7,0,0,1,Africa,Lower-Mid,PhD,Part-time/Shift
1842,lifestyle,29,1,5.01,1.933333333,2.03,2.35,8.381453624,302,1,0.2574,0.2222,0.27,0.62,0.2097,0.2452,0.4367,1,90,154,6.26,15.4,0,0,0,Middle East,Lower-Mid,Bachelor,Part-time/Shift
1843,lifestyle,37,0,3.57,2.616666667,2.03,3.133333333,8.20688338,470,0.9627,0.3709,0.2222,0.13,0.23,0.4355,0.2045,1,6,36,166,4.46,12.8,0,0,2,South America,High,Bachelor,Full-time Employee
1844,lifestyle,43,1,6.62,1.516666667,2.03,0.75,7.768198394,99,0,0.0735,0.4815,0.87,0.81,0.5323,0.299,0.7189,1,150,135,8.28,18.8,0,0,2,Middle East,High,Bachelor,Full-time Employee
1845,lifestyle,34,0,6.84,3.266666667,2.03,2.483333333,5.453505163,256,0.4103,0.2151,0.2963,0.95,0.42,0.5484,0.3493,0.3354,7,156,180,8.55,22,1,1,2,Middle East,Low,PhD,Part-time/Shift
1846,lifestyle,26,0,4.49,7.833333333,2.03,0,8.673440082,92,0.4562,0.3699,0.1481,0.69,0.46,0.3548,0.1124,0.7459,3,43,58,5.61,23,0,0,0,North America,Low,Bachelor,Full-time Employee
1847,lifestyle,23,0,11.64,3.016666667,2.03,0.666666667,7.911691676,561,0,0.5978,0.5926,0.76,0.07,0.7258,0.6854,0.0069,3,278,180,14.55,33.6,0,0,1,Asia,Lower-Mid,Bachelor,Full-time Employee
1848,lifestyle,24,1,4.07,5.316666667,2.03,2.033333333,7.220429406,831,0,0,0.2593,0.98,0,0.371,0.3313,0.5397,6,51,180,5.09,18.2,0,0,0,North America,Low,Bachelor,Full-time Employee
1849,lifestyle,20,1,5.19,0.866666667,2.03,0.583333333,8.998542937,323,0,0.2206,0.2963,0.85,0.57,0.6774,0.2584,0.2589,4,111,175,6.49,14.3,0,0,0,Asia,Lower-Mid,Bachelor,Student
1850,lifestyle,47,1,11.21,1.833333333,2.03,0,6.417795068,506,0.9334,0.2206,0.6296,0.15,0.17,0.5806,0.5921,0.208,1,185,180,14.01,30.8,1,1,0,Europe,Lower-Mid,Bachelor,Full-time Employee
1851,lifestyle,20,1,4.67,0.966666667,2.03,2.1,7.232409935,157,0.5878,0.1471,0.2963,0.71,0.68,0.4194,0.3718,0.7214,2,142,146,5.84,13.1,0,0,3,North America,Lower-Mid,High School,Full-time Employee
1852,lifestyle,45,1,4.92,0.466666667,2.03,0.6,8.601081788,493,0.991,0.2941,0.1481,0.08,0.38,0.8065,0.2739,0.7399,3,59,180,6.15,13,0,0,0,Europe,High,High School,Full-time Employee
1853,lifestyle,20,0,8.79,10.25,2.03,2.516666667,6.923894091,426,0,0.075,0.4815,0.66,0.15,0.3226,0.4462,0,3,157,180,10.99,37.3,0,0,0,North America,Low,Bachelor,Student
1854,lifestyle,22,0,3.64,1.85,2.03,4.516666667,7.568676312,278,0.0307,0.285,0.1111,0.92,0.64,0.6613,0.1758,0.6571,0,85,143,4.55,11.9,0,0,1,Asia,Upper-Mid,Bachelor,Student
1855,lifestyle,22,0,5.95,1.733333333,2.03,3.166666667,8.910866938,536,0.3646,0.1528,0.1111,0.81,0.26,0.6774,0.323,0.6933,0,87,180,7.44,17.5,0,0,1,Africa,Low,Bachelor,Student
1856,lifestyle,30,1,6.72,1.883333333,2.03,1.933333333,6.937527206,450,0.2292,0.1471,0.1852,0.96,0.29,0.4032,0.3971,0.4961,3,151,180,8.4,19.6,0,0,3,Asia,Lower-Mid,PhD,Full-time Employee
1857,lifestyle,28,0,5.6,4.133333333,2.03,1.833333333,7.78833855,180,0,0.1243,0.4074,0.45,0.46,0.7419,0.2237,0.2143,1,101,125,7,20.2,0,0,0,Europe,High,Master,Full-time Employee
1858,lifestyle,28,0,4.12,2.633333333,2.03,3.366666667,7.738909545,551,0.59,0.2963,0.2963,1,0.3,0.4677,0.2943,0.4676,2,95,180,5.15,14.2,0,0,1,Asia,High,Master,Full-time Employee
1859,lifestyle,23,1,4.65,3.083333333,2.03,1.6,5.649693264,199,0.0211,0.2206,0.037,0.82,0.39,0.5645,0.2835,0.7341,3,182,180,5.81,16.2,0,0,2,Africa,Low,Bachelor,Part-time/Shift
1860,lifestyle,24,1,6.16,2.166666667,2.03,2.483333333,6.905248706,252,0.536,0.1471,0.2222,0.83,0.52,0.5645,0.2715,0.533,5,111,153,7.7,18.6,0,0,2,Europe,Upper-Mid,Master,Student
1861,lifestyle,35,1,3.81,0.35,2.03,3.55,7.834600363,200,0.6882,0.3676,0.1111,0.62,0.6,0.5,0.1423,0.7537,3,52,96,4.76,10,0,0,2,Asia,Upper-Mid,High School,Full-time Employee
1862,lifestyle,37,1,5.49,0.316666667,2.03,4.766666667,8.554580231,184,0,0.0735,0.5185,0.97,0.56,0.6452,0.2787,0.4701,2,145,157,6.86,14.2,0,0,3,Africa,High,Bachelor,Part-time/Shift
1863,lifestyle,26,0,12.77,3.433333333,2.03,1.316666667,5.136056306,277,1,0.6857,0.5556,0,0.34,0.6452,0.6184,0,2,260,180,14.88,37.1,1,1,1,Asia,Low,Bachelor,Full-time Employee
1864,lifestyle,26,1,3.22,1.866666667,2.03,2.3,6.69231324,479,0.6885,0.0368,0.037,0.97,0.23,0.2419,0.2608,0.9205,0,105,180,4.03,10.9,0,0,1,Europe,Low,Bachelor,Part-time/Shift
1865,lifestyle,25,1,10.25,3.166666667,2.03,0,5.301282884,890,0.9266,0.2574,0.4444,0.32,0,0.7258,0.6938,0.4311,0,224,180,12.81,30.4,1,1,0,North America,High,Bachelor,Full-time Employee
1866,lifestyle,13,0,4.37,1.916666667,2.03,3.35,5.954271462,158,0.4665,0.1431,0.2222,0.91,0.57,0.2419,0.2117,0.7022,1,136,143,5.46,13.8,0,0,2,Africa,Lower-Mid,High School,Student
1867,lifestyle,29,1,3.8,1.716666667,2.03,0.766666667,7.919587,659,1,0.1103,0,0.04,0.06,0.6774,0.3026,0.7184,1,82,180,4.75,12.1,0,0,2,Africa,Upper-Mid,Bachelor,Full-time Employee
1868,lifestyle,17,0,14.38,10.28333333,2.03,4.416666667,5.29990273,342,1,0.9092,0.8889,0.03,0,0.6935,0.7285,0,3,316,180,14.88,39,1,1,1,Africa,Low,High School,Student
1869,lifestyle,35,1,8.69,2.066666667,2.03,5.666666667,8.074554726,479,0.9054,0.2206,0.4444,1,0.33,0.3387,0.4366,0.4949,2,119,180,10.86,24.8,0,0,0,Middle East,High,Bachelor,Unemployed_Looking
1870,lifestyle,46,1,6.92,1.1,2.03,2.5,8.628649794,117,0.0325,0.1471,0.4444,0.99,0.69,0.521,0.2775,0.1862,1,110,112,8.65,19,0,0,0,Africa,Upper-Mid,High School,Full-time Employee
1871,lifestyle,19,0,5.37,10.15,2.03,0,8.9413088,583,0,0.1606,0.2593,0.92,0,0.3387,0.3708,0.7047,1,133,180,6.71,28.6,0,0,2,Asia,Low,High School,Part-time/Shift
1872,lifestyle,29,0,12.59,0.783333333,2.03,1.616666667,5.730138474,166,0.9322,0.2484,0.7407,0.48,0.69,0.4839,0.5299,0,0,205,180,14.88,32.6,1,1,1,South America,High,High School,Part-time/Shift
1873,lifestyle,23,0,11.79,3.533333333,2.03,2.933333333,7.292083011,358,0.8655,0.613,0.7037,0.34,0.27,0.4677,0.6579,0.2907,5,301,180,14.74,34.8,1,1,3,North America,High,Bachelor,Full-time Employee
1874,lifestyle,28,1,6.64,10,2.03,0.05,7.383042613,72,0.3511,0.1103,0.2963,0.07,0.36,0.6452,0.2644,0.4629,2,143,122,8.3,31.6,0,0,1,Europe,High,Bachelor,Part-time/Shift
1875,lifestyle,27,1,7.17,3.383333333,2.03,1.816666667,7.527899067,728,0.5564,0,0,0.65,0,0.7258,0.5036,0.284,4,170,180,8.96,23,0,0,3,North America,Lower-Mid,Bachelor,Unemployed_Looking
1876,lifestyle,32,1,5.71,2.883333333,2.03,0,9.620410886,438,0,0.1471,0.3704,0.99,0.11,0.7419,0.3098,0.5331,5,100,180,7.14,18.6,0,0,2,Europe,Lower-Mid,Master,Full-time Employee
1877,lifestyle,33,0,13.9,1.433333333,2.03,0.766666667,5.182543119,473,1,0.7065,0.5926,0,0.41,0.4194,0.6423,0,1,182,180,14.88,36.9,1,1,1,North America,Upper-Mid,PhD,Part-time/Shift
1878,lifestyle,32,0,10.94,2.45,2.03,0,5.016243684,120,0.6343,0.3205,0.4815,0.61,0.71,0.4839,0.5215,0.0527,6,253,180,13.68,31,0,0,2,North America,Upper-Mid,Bachelor,Full-time Employee
